a_F,c_0,c_m,c_H2,c_HF,w_rec,w_F,J,B,n_flux,n_flux_pred,n_conc,n_conc_pred,err_analytical
1.000000000000000000e+01,2.610157215682535892e+00,7.045764254574020669e-01,1.241069848275825060e-01,2.818305701829608267e+00,2.482139696551650121e-01,1.409152850914804134e+00,1.905580790225134269e+00,2.838584896878469266e+00,1.260911672891466440e+00,1.260512669867793756e+00,1.081213097309310367e+00,1.080943217799409384e+00,2.220446049250313081e-16
1.000000000000000000e+01,3.162277660168379523e+00,8.264302396952245555e-01,1.707467352706765473e-01,3.305720958780897778e+00,3.414934705413532057e-01,1.652860479390450443e+00,2.335847420473156966e+00,2.420046973036190430e+00,1.292749591984138302e+00,1.292393644848754075e+00,1.093917318542850570e+00,1.093631311555435914e+00,2.220446049250313081e-16
1.000000000000000000e+01,3.831186849557285168e+00,9.660062549712409297e-01,2.332920211608905114e-01,3.864025019884963275e+00,4.665840423217811339e-01,1.932012509942482303e+00,2.865180594586044460e+00,2.070379968771053569e+00,1.325995977673508186e+00,1.325692588595234644e+00,1.108039976547040339e+00,1.107740974911280540e+00,1.110223024625156540e-16
1.000000000000000000e+01,4.641588833612777520e+00,1.125183580935393834e+00,3.165095227016489488e-01,4.500734323741575338e+00,6.330190454032981195e-01,2.250367161870787669e+00,3.516405252677383686e+00,1.777487721903432405e+00,1.360281696063885271e+00,1.360037595167006730e+00,1.123613553563526324e+00,1.123305308978787220e+00,2.220446049250313081e-16
1.000000000000000000e+01,5.623413251903491172e+00,1.305960308326454600e+00,4.263830817310318433e-01,5.223841233305818399e+00,8.527661634620645748e-01,2.611920616652909644e+00,4.317452943577039015e+00,1.531440111348356448e+00,1.395213268143866259e+00,1.395032059228672017e+00,1.140649146820940985e+00,1.140335899257807206e+00,2.220446049250313081e-16
1.000000000000000000e+01,6.812920690579607808e+00,1.510468516789310600e+00,5.703787850529191683e-01,6.041874067157242401e+00,1.140757570105861429e+00,3.020937033578620756e+00,5.302452173790343615e+00,1.324092477115133226e+00,1.430393311651361188e+00,1.430275477351610203e+00,1.159135351399129377e+00,1.158821672572998507e+00,4.884981308350688778e-15
1.000000000000000000e+01,8.254041852680181535e+00,1.740993960605401014e+00,7.577649927159946230e-01,6.963975842421604945e+00,1.515529985432491511e+00,3.481987921210800252e+00,6.513047892075783274e+00,1.148769062532647434e+00,1.465439504753414113e+00,1.465382724200873232e+00,1.179037949828590115e+00,1.178728574070221136e+00,7.660538869913580129e-14
1.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00,1.500000314176364924e+00,1.500000000000000000e+00,1.200300345206908759e+00,1.199999999999999956e+00,0.000000000000000000e+00
1.000000000000000000e+01,1.211527658628587645e+01,2.290155219286655885e+00,1.311202732106477642e+00,9.160620877146623542e+00,2.622405464212955284e+00,4.580310438573313547e+00,9.825121366999223227e+00,8.733032517433323427e-01,1.533766456529056299e+00,1.533816401092231274e+00,1.222844642563647000e+00,1.222557888630703804e+00,0.000000000000000000e+00
1.000000000000000000e+01,1.467799267622067561e+01,2.614364188574059167e+00,1.708725027624624415e+00,1.045745675429623489e+01,3.417450055249249719e+00,5.228728377148122775e+00,1.206362848764662132e+01,7.650043588957101681e-01,1.566477808775609049e+00,1.566570838740397376e+00,1.246573272984752734e+00,1.246304360970421188e+00,2.220446049250313081e-16
1.000000000000000000e+01,1.778279410038922848e+01,2.975800945125825159e+00,2.213847816252938472e+00,1.190320378050330064e+01,4.427695632505876944e+00,5.951601890251652094e+00,1.480699315526340598e+01,6.720879645111595968e-01,1.597926096608114577e+00,1.598054660534772298e+00,1.271371059522850899e+00,1.271123807729706456e+00,0.000000000000000000e+00
1.000000000000000000e+01,2.154434690031882127e+01,3.377944946421476580e+00,2.852628015263597661e+00,1.351177978568590632e+01,5.705256030527197098e+00,6.755889892842951383e+00,1.816640195389734558e+01,5.920759608941397190e-01,1.627954088943692312e+00,1.628110733760706585e+00,1.297107634928986286e+00,1.296885330552059790e+00,1.110223024625156540e-16
1.000000000000000000e+01,2.610157215682533050e+01,3.824619437746263895e+00,3.656928460896634814e+00,1.529847775098505558e+01,7.313856921793278509e+00,7.649238875492525125e+00,2.227695271907908392e+01,5.229278448625307441e-01,1.656452206860649312e+00,1.656629927263734814e+00,1.323640132044552331e+00,1.323445456987597302e+00,2.220446049250313081e-16
1.000000000000000000e+01,3.162277660168379256e+01,4.320032354006641206e+00,4.665669884915966570e+00,1.728012941602656483e+01,9.331339769832228015e+00,8.640064708013284189e+00,2.730274424767774022e+01,4.629594956956876173e-01,1.683353458113931111e+00,1.683545923822358015e+00,1.350816074443820014e+00,1.350651055928578925e+00,5.995204332975845318e-15
1.000000000000000000e+01,3.831186849557285257e+01,4.868820023801914587e+00,5.926352106041777645e+00,1.947528009520765835e+01,1.185270421209092007e+01,9.737640047603832727e+00,3.344304847178567286e+01,4.107771472804697677e-01,1.708627495677447428e+00,1.708829173996532669e+00,1.378476396608732557e+00,1.378342382191807935e+00,1.187938636348917498e-13
1.000000000000000000e+01,4.641588833612772902e+01,5.476094060154846233e+00,7.496901538915797580e+00,2.190437624061938493e+01,1.499380307783159516e+01,1.095218812030969247e+01,4.093979427597288634e+01,3.652238215834164303e-01,1.732274429916371261e+00,1.732480626392951306e+00,1.406458520663425915e+00,1.406356176775744649e+00,0.000000000000000000e+00
1.000000000000000000e+01,5.623413251903490817e+01,6.147491910360867173e+00,9.447914196988076441e+00,2.458996764144347225e+01,1.889582839397615288e+01,1.229498382072172546e+01,5.008664060867403123e+01,3.253359303538466141e-01,1.754318844191413262e+00,1.754525684467796776e+00,1.434599412831310872e+00,1.434528745399654692e+00,2.220446049250313081e-16
1.000000000000000000e+01,6.812920690579608163e+01,6.889231604014522503e+00,1.186537802343812942e+01,2.755692641605809357e+01,2.373075604687625173e+01,1.377846320802904501e+01,6.123997530178154847e+01,2.903081381143510775e-01,1.774804301358898329e+00,1.775008674642162720e+00,1.462738539754347755e+00,1.462698934856853539e+00,2.220446049250313081e-16
1.000000000000000000e+01,8.254041852680173008e+01,7.708171291130597957e+00,1.485397616335248649e+01,3.083268516452238828e+01,2.970795232670498009e+01,1.541634258226120835e+01,7.483224723567116143e+01,2.594649138507469366e-01,1.793788497172343455e+00,1.793987977753626506e+00,1.490720644839257147e+00,1.490710926706211081e+00,2.220446049250313081e-16
1.000000000000000000e+01,1.000000000000000000e+02,8.611874208078344139e+00,1.854109434394124278e+01,3.444749683231337656e+01,3.708218868788252820e+01,1.722374841615669538e+01,9.138812579192175178e+01,2.322374841615667262e-01,1.802858087455392555e+00,1.811531878272973906e+00,1.504566186747201328e+00,1.518416772256221181e+00,2.220446049250313081e-16
